date,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h
2015-02-09,84,良,51,118,57,1.1,46,58
2015-02-10,98,良,73,140,61,1.1,44,75
2015-02-11,206,重度污染,156,262,130,2.4,96,55
2015-02-12,152,中度污染,116,195,110,2.3,79,47
2015-02-13,166,中度污染,127,218,100,2.1,73,67
2015-02-14,129,轻度污染,98,200,54,1.1,34,106
2015-02-15,191,中度污染,144,202,47,2.1,52,86
2015-02-16,155,中度污染,119,229,40,1.6,39,72
2015-02-17,111,轻度污染,72,172,78,1.8,53,76
2015-02-18,123,轻度污染,93,161,100,1.7,42,83
2015-02-19,215,重度污染,165,231,118,1.8,43,69
2015-02-20,84,良,62,89,54,1.5,30,56
2015-02-21,162,中度污染,123,159,64,1.6,37,45
2015-02-22,124,轻度污染,50,199,32,0.9,18,71
2015-02-23,91,良,51,133,85,1.2,44,55
2015-02-24,120,轻度污染,89,190,51,1.1,26,78
2015-02-25,184,中度污染,139,235,58,2,39,82
2015-02-26,135,轻度污染,103,169,122,2.1,54,72
2015-02-27,73,良,45,95,67,1.2,40,59
2015-02-28,92,良,69,120,73,1.5,50,58
2015-03-01,108,轻度污染,81,140,64,1.3,44,74
2015-03-02,88,良,55,127,47,1,34,75
2015-03-03,105,轻度污染,43,159,35,0.9,29,72
2015-03-04,63,良,29,76,50,1,43,68
2015-03-05,88,良,58,126,70,1.2,53,68
2015-03-06,94,良,70,139,52,1,38,86
2015-03-07,100,良,75,137,42,0.9,41,82
2015-03-08,139,轻度污染,106,180,61,1.3,55,61
2015-03-09,91,良,57,131,54,1.1,40,69
2015-03-10,83,良,35,115,51,0.9,52,75
2015-03-11,92,良,58,133,55,1,46,69
2015-03-12,142,轻度污染,108,223,86,1.4,67,89
2015-03-13,190,中度污染,143,276,149,2.8,89,80
2015-03-14,117,轻度污染,74,184,66,1.5,72,95
2015-03-15,142,轻度污染,108,234,59,1.3,58,103
2015-03-16,108,轻度污染,81,152,38,1.1,38,88
2015-03-17,177,中度污染,134,234,63,1.8,64,58
2015-03-18,138,轻度污染,105,193,120,2.3,85,49
2015-03-19,190,中度污染,143,273,137,2.3,104,51
2015-03-20,177,中度污染,134,284,97,1.7,78,73
2015-03-21,136,轻度污染,81,221,46,1.1,43,94
2015-03-22,190,中度污染,56,331,67,1.4,63,62
2015-03-23,115,轻度污染,65,181,99,1.9,69,79
2015-03-24,134,轻度污染,76,218,60,1.3,55,98
2015-03-25,89,良,48,128,32,0.9,44,102
2015-03-26,97,良,63,144,33,1,61,129
2015-03-27,96,良,72,151,41,0.9,47,113
2015-03-28,138,轻度污染,88,226,38,1.2,46,104
2015-03-30,160,中度污染,91,269,38,1.1,40,162
2015-03-31,126,轻度污染,96,165,35,1.4,53,134
2015-04-01,83,良,61,81,46,1.7,57,38
2015-04-02,82,良,60,75,22,1.2,38,59
2015-04-03,110,轻度污染,83,118,40,1.6,50,97
2015-04-04,196,中度污染,148,215,86,2.1,74,78
2015-04-05,215,重度污染,165,235,46,1.9,73,126
2015-04-06,88,良,56,127,48,1.2,35,82
2015-04-07,85,良,63,115,72,1.3,59,90
2015-04-08,89,良,61,128,30,0.9,45,84
2015-04-09,92,良,68,120,31,0.9,34,112
2015-04-10,106,轻度污染,80,144,33,0.9,34,132
2015-04-11,104,轻度污染,76,158,36,0.9,24,136
2015-04-12,77,良,50,103,18,0.9,21,129
2015-04-13,72,良,53,75,17,1.1,39,56
2015-04-14,83,良,61,110,35,1,35,124
2015-04-15,94,良,54,138,40,0.7,25,130
2015-04-16,156,中度污染,45,261,21,0.7,24,109
2015-04-17,154,中度污染,62,258,31,0.9,50,110
2015-04-18,176,中度污染,103,303,86,1.6,71,122
2015-04-19,59,良,40,69,22,1,32,73
2015-04-20,98,良,61,146,37,1.3,48,110
2015-04-21,94,良,54,138,28,0.9,22,117
2015-04-22,107,轻度污染,73,163,36,1.3,50,114
2015-04-23,97,良,59,145,32,0.9,29,155
2015-04-24,160,中度污染,121,271,81,2.1,94,136
2015-04-25,119,轻度污染,88,188,44,1,35,150
2015-04-26,112,轻度污染,56,132,34,0.7,16,173
2015-04-27,98,良,53,121,35,0.8,23,157
2015-04-28,112,轻度污染,85,156,31,1.3,58,96
