date,AQI,÷ ¡øµ»º∂,PM2.5,PM10,SO2,CO,NO2,O3_8h
2014-11-10,116,«·∂»Œ€»æ,88,122,28,1.2,70,40
2014-11-11,140,«·∂»Œ€»æ,107,140,26,1.2,72,49
2014-11-12,159,÷–∂»Œ€»æ,121,146,28,1.3,51,103
2014-11-13,96,¡º,71,120,34,1.1,66,65
2014-11-14,98,¡º,74,133,35,1,72,86
2014-11-15,108,«·∂»Œ€»æ,81,123,35,0.9,70,76
2014-11-16,132,«·∂»Œ€»æ,101,120,19,1,59,70
2014-11-17,138,«·∂»Œ€»æ,106,127,30,1.1,51,99
2014-11-18,111,«·∂»Œ€»æ,84,117,31,1.1,61,63
2014-11-19,132,«·∂»Œ€»æ,101,145,31,1.2,79,55
2014-11-20,132,«·∂»Œ€»æ,100,146,23,1.1,71,68
2014-11-21,123,«·∂»Œ€»æ,93,144,24,1.1,75,73
2014-11-22,140,«·∂»Œ€»æ,107,162,24,1.2,74,85
2014-11-23,164,÷–∂»Œ€»æ,125,183,25,1.1,75,61
2014-11-24,113,«·∂»Œ€»æ,85,124,12,1.2,53,33
2014-11-25,46,”≈,32,29,10,0.7,40,43
2014-11-26,71,¡º,52,70,21,0.9,55,56
2014-11-27,76,¡º,56,93,25,1,65,69
2014-11-28,77,¡º,56,73,12,1.3,53,25
2014-11-29,105,«·∂»Œ€»æ,79,103,17,1.6,63,22
2014-11-30,41,”≈,29,37,10,1.5,44,17
2014-12-01,92,¡º,63,134,27,1,39,66
2014-12-02,84,¡º,34,118,30,0.8,53,40
2014-12-03,97,¡º,72,109,37,1.1,84,17
2014-12-04,72,¡º,53,74,26,0.8,46,55
2014-12-05,60,¡º,34,71,21,0.7,49,59
2014-12-06,92,¡º,69,113,36,1,75,47
2014-12-07,111,«·∂»Œ€»æ,84,124,44,1.1,81,49
2014-12-08,145,«·∂»Œ€»æ,111,154,47,1.3,67,64
2014-12-09,96,¡º,72,104,30,1.1,66,38
2014-12-10,78,¡º,57,74,20,0.9,56,30
2014-12-11,130,«·∂»Œ€»æ,99,134,26,1.3,48,22
2014-12-12,115,«·∂»Œ€»æ,83,180,37,1.2,53,55
2014-12-13,78,¡º,51,106,25,0.9,53,58
2014-12-14,107,«·∂»Œ€»æ,80,128,39,1.1,70,51
2014-12-15,135,«·∂»Œ€»æ,103,160,30,1.4,78,27
2014-12-16,94,¡º,55,138,29,0.7,40,53
2014-12-17,66,¡º,31,81,20,0.7,43,60
2014-12-18,102,«·∂»Œ€»æ,76,121,49,0.9,77,45
2014-12-19,119,«·∂»Œ€»æ,90,141,40,1.2,84,27
2014-12-20,98,¡º,73,113,28,1.1,61,50
2014-12-21,90,¡º,67,100,33,1,53,56
2014-12-22,86,¡º,64,101,38,1,61,49
2014-12-23,119,«·∂»Œ€»æ,90,142,45,1.2,80,54
2014-12-24,127,«·∂»Œ€»æ,97,141,39,1.3,79,63
2014-12-25,136,«·∂»Œ€»æ,104,122,37,1.1,72,47
2014-12-26,57,¡º,41,61,23,0.6,52,51
2014-12-27,84,¡º,62,85,29,0.8,61,35
2014-12-28,118,«·∂»Œ€»æ,90,125,27,1.1,65,48
2014-12-29,107,«·∂»Œ€»æ,80,111,20,1,48,74
2014-12-30,91,¡º,68,111,22,0.9,57,63
2014-12-31,99,¡º,71,148,29,0.9,48,63
2015-01-01,67,¡º,33,84,27,0.7,39,53
2015-01-02,83,¡º,61,104,27,1,58,44
2015-01-03,125,«·∂»Œ€»æ,95,152,43,1.3,79,43
2015-01-04,122,«·∂»Œ€»æ,93,149,44,1.1,90,60
2015-01-05,152,÷–∂»Œ€»æ,117,189,34,1.5,92,40
2015-01-06,148,«·∂»Œ€»æ,113,112,19,1.2,48,39
2015-01-07,65,¡º,47,74,16,0.9,40,45
2015-01-08,106,«·∂»Œ€»æ,80,115,24,1.2,49,52
2015-01-09,151,÷–∂»Œ€»æ,115,169,32,1.7,77,57
2015-01-10,164,÷–∂»Œ€»æ,125,190,36,1.7,88,53
2015-01-11,124,«·∂»Œ€»æ,95,141,29,1.4,73,69
2015-01-12,117,«·∂»Œ€»æ,89,107,22,1.1,48,47
2015-01-13,61,¡º,44,46,13,0.9,58,42
2015-01-14,31,”≈,22,19,7,0.8,41,36
2015-01-15,67,¡º,49,60,12,1,44,31
2015-01-16,110,«·∂»Œ€»æ,83,108,21,1.1,52,49
2015-01-17,198,÷–∂»Œ€»æ,149,181,28,1.5,60,62
2015-01-18,149,«·∂»Œ€»æ,114,152,24,1.4,62,76
2015-01-19,93,¡º,69,137,21,1.2,67,67
2015-01-20,98,¡º,74,142,34,1.1,74,56
2015-01-21,97,¡º,72,101,19,1,46,82
2015-01-22,155,÷–∂»Œ€»æ,119,150,32,1.4,52,76
2015-01-23,190,÷–∂»Œ€»æ,143,177,32,1.7,87,52
2015-01-24,173,÷–∂»Œ€»æ,131,182,33,1.6,97,56
2015-01-25,214,÷ÿ∂»Œ€»æ,164,196,34,1.8,92,26
2015-01-26,236,÷ÿ∂»Œ€»æ,186,210,23,2,65,12
2015-01-27,104,«·∂»Œ€»æ,78,71,15,1,46,35
2015-01-28,49,”≈,34,41,12,0.7,44,36
2015-01-29,42,”≈,30,17,9,0.8,54,14
2015-01-30,70,¡º,51,49,12,1,40,40
2015-01-31,98,¡º,73,87,26,1.1,46,50
2015-02-01,65,¡º,47,62,17,0.8,52,35
2015-02-02,125,«·∂»Œ€»æ,95,100,18,1.1,63,13
2015-02-03,105,«·∂»Œ€»æ,79,72,19,1.1,60,12
2015-02-04,129,«·∂»Œ€»æ,98,100,20,1.1,45,74
2015-02-05,118,«·∂»Œ€»æ,89,101,25,1.1,45,81
2015-02-06,76,¡º,56,84,22,1,59,70
2015-02-07,95,¡º,71,98,26,1.1,62,85
2015-02-08,103,«·∂»Œ€»æ,77,106,20,1,40,71
2015-02-09,53,¡º,38,56,15,0.8,42,68
2015-02-10,68,¡º,49,70,15,0.8,57,72
2015-02-11,77,¡º,57,87,16,0.8,59,90
2015-02-12,98,¡º,73,140,20,0.9,50,107
2015-02-13,179,÷–∂»Œ€»æ,136,181,15,1.3,47,88
2015-02-14,124,«·∂»Œ€»æ,94,127,11,1.1,48,103
2015-02-15,62,¡º,45,68,9,0.8,39,74
2015-02-16,129,«·∂»Œ€»æ,98,123,15,1.2,26,112
2015-02-17,177,÷–∂»Œ€»æ,134,180,11,1.4,32,104
2015-02-18,87,¡º,64,124,15,0.9,22,134
2015-02-19,66,¡º,47,69,10,0.6,15,111
2015-02-20,44,”≈,31,39,7,0.7,25,84
2015-02-21,40,”≈,28,30,6,1,27,22
2015-02-22,96,¡º,72,78,10,1,22,54
2015-02-23,95,¡º,71,98,7,1,21,70
2015-02-24,61,¡º,43,72,5,0.8,22,62
2015-02-25,38,”≈,26,38,4,0.8,26,52
2015-02-26,83,¡º,61,76,8,1.1,34,55
2015-02-27,38,”≈,21,29,5,0.6,21,76
2015-02-28,30,”≈,15,16,4,0.7,29,60
2015-03-01,45,”≈,31,40,7,0.7,23,81
2015-03-02,69,¡º,50,67,12,0.8,38,97
2015-03-03,97,¡º,73,119,12,0.9,35,79
2015-03-04,62,¡º,31,73,18,0.7,34,65
2015-03-05,47,”≈,31,47,10,0.7,43,41
2015-03-06,73,¡º,54,68,13,0.8,50,29
2015-03-07,96,¡º,72,94,18,0.9,54,56
2015-03-08,67,¡º,48,53,19,0.9,54,57
2015-03-09,79,¡º,58,71,14,0.9,36,65
2015-03-10,56,¡º,34,62,19,0.7,29,82
2015-03-11,78,¡º,58,90,34,0.8,61,77
2015-03-12,106,«·∂»Œ€»æ,80,127,29,0.9,54,115
2015-03-13,99,¡º,74,127,21,1,72,84
2015-03-14,138,«·∂»Œ€»æ,105,152,26,1.1,74,72
2015-03-15,80,¡º,59,77,8,0.8,39,81
2015-03-16,74,¡º,54,83,12,0.8,50,59
2015-03-17,113,«·∂»Œ€»æ,85,134,19,1.1,71,86
2015-03-18,60,¡º,43,54,10,1.2,51,48
2015-03-19,60,¡º,43,59,12,1,41,64
2015-03-20,108,«·∂»Œ€»æ,81,105,14,1,56,76
2015-03-21,59,¡º,42,51,8,1,44,80
2015-03-22,80,¡º,54,98,12,1.1,42,136
2015-03-23,75,¡º,32,99,16,0.6,39,100
2015-03-24,49,”≈,18,48,11,0.4,36,97
2015-03-25,63,¡º,26,54,19,0.5,36,115
2015-03-26,59,¡º,38,68,20,0.6,52,90
2015-03-27,52,¡º,27,37,6,0.5,33,68
2015-03-28,67,¡º,49,71,11,0.8,50,98
2015-03-29,100,¡º,75,110,16,0.9,56,148
2015-03-30,97,¡º,73,94,15,1,71,103
2015-03-31,59,¡º,42,66,12,0.9,46,92
2015-04-01,85,¡º,55,93,15,0.9,52,142
2015-04-02,60,¡º,39,70,12,0.8,42,109
2015-04-03,82,¡º,60,81,9,1.2,43,62
2015-04-04,83,¡º,62,86,14,1.4,52,53
2015-04-05,109,«·∂»Œ€»æ,82,102,12,1.6,60,33
2015-04-06,35,”≈,24,27,6,0.8,34,69
2015-04-07,39,”≈,27,38,8,0.6,33,65
2015-04-08,58,¡º,41,59,14,0.7,37,98
2015-04-09,63,¡º,45,66,24,0.6,48,98
